,UF,Renda Salarial(R$),Acesso a internet em Domicílio,Acesso a internet em Microcomputador,Acesso a internet em Celular,Acesso a internet em 3G 4G,Classe
100089,Pernambuco,525,Sim,Sim,Sim,Sim,média_baixa
100090,Pernambuco,1333,Sim,Sim,Sim,Sim,média_baixa
100091,Pernambuco,5366,Sim,Sim,Sim,Sim,alta
100092,Pernambuco,1988,Sim,Não,Sim,Sim,média
100093,Pernambuco,1700,Sim,Sim,Sim,Sim,média
100094,Pernambuco,800,Sim,Sim,Sim,Sim,média_baixa
100095,Pernambuco,750,Sim,Sim,Sim,Sim,média_baixa
100096,Pernambuco,675,Sim,Sim,Sim,Sim,média_baixa
100097,Pernambuco,4133,Sim,Sim,Sim,Sim,alta
100098,Pernambuco,1750,Sim,Sim,Sim,Sim,média
100099,Pernambuco,1696,Sim,Não,Sim,Não,média
100103,Pernambuco,1300,Sim,Sim,Sim,Sim,média_baixa
100104,Pernambuco,1164,Sim,Sim,Sim,Sim,média_baixa
100106,Pernambuco,577,Sim,Sim,Sim,Sim,média_baixa
100107,Pernambuco,532,Sim,Sim,Sim,Não,média_baixa
100109,Pernambuco,650,Sim,Sim,Não,Não,média_baixa
100111,Pernambuco,487,Sim,Não,Sim,Não,baixa
100113,Pernambuco,1316,Sim,Sim,Sim,Não,média_baixa
100116,Pernambuco,866,Sim,Sim,Sim,Não,média_baixa
100117,Pernambuco,1194,Sim,Sim,Sim,Não,média_baixa
100119,Pernambuco,750,Sim,Não,Sim,Sim,média_baixa
100121,Pernambuco,325,Sim,Sim,Sim,Não,baixa
100123,Pernambuco,862,Sim,Sim,Sim,Não,média_baixa
100124,Pernambuco,788,Sim,Sim,Não,Não,média_baixa
100125,Pernambuco,7050,Sim,Sim,Não,Não,alta
100126,Pernambuco,1300,Sim,Sim,Sim,Sim,média_baixa
100127,Pernambuco,788,Sim,Sim,Não,Não,média_baixa
100128,Pernambuco,818,Sim,Sim,Sim,Sim,média_baixa
100130,Pernambuco,933,Sim,Não,Sim,Não,média_baixa
100132,Pernambuco,1666,Sim,Sim,Sim,Sim,média
100133,Pernambuco,1550,Sim,Sim,Sim,Não,média
100134,Pernambuco,1210,Sim,Sim,Não,Não,média_baixa
100135,Pernambuco,1100,Sim,Sim,Sim,Não,média_baixa
100136,Pernambuco,358,Sim,Sim,Sim,Não,baixa
100137,Pernambuco,1525,Sim,Sim,Não,Não,média
100140,Pernambuco,475,Sim,Sim,Sim,Não,baixa
100141,Pernambuco,687,Sim,Sim,Sim,Não,média_baixa
100142,Pernambuco,533,Sim,Não,Sim,Não,média_baixa
100144,Pernambuco,600,Sim,Sim,Sim,Sim,média_baixa
100145,Pernambuco,217,Sim,Não,Sim,Sim,baixa
100146,Pernambuco,1400,Sim,Sim,Sim,Não,média_baixa
100147,Pernambuco,1400,Sim,Sim,Sim,Não,média_baixa
100150,Pernambuco,4000,Sim,Sim,Sim,Não,alta
100152,Pernambuco,6933,Sim,Sim,Sim,Sim,alta
100159,Pernambuco,1200,Sim,Sim,Sim,Sim,média_baixa
100160,Pernambuco,2000,Sim,Sim,Não,Não,média
100162,Pernambuco,4000,Sim,Sim,Não,Não,alta
100163,Pernambuco,6050,Sim,Sim,Não,Não,alta
100164,Pernambuco,833,Sim,Sim,Não,Não,média_baixa
100165,Pernambuco,1400,Sim,Sim,Sim,Não,média_baixa
100166,Pernambuco,1575,Sim,Sim,Sim,Sim,média
100167,Pernambuco,2125,Sim,Sim,Sim,Sim,média
100169,Pernambuco,1066,Sim,Sim,Sim,Sim,média_baixa
100170,Pernambuco,1200,Sim,Sim,Sim,Sim,média_baixa
100173,Pernambuco,1000,Sim,Sim,Não,Não,média_baixa
100175,Pernambuco,2896,Sim,Sim,Sim,Sim,média
100177,Pernambuco,763,Sim,Sim,Sim,Sim,média_baixa
100179,Pernambuco,1433,Sim,Sim,Sim,Sim,média_baixa
100182,Pernambuco,698,Sim,Sim,Não,Não,média_baixa
100183,Pernambuco,1500,Sim,Sim,Não,Não,média_baixa
100185,Pernambuco,300,Sim,Sim,Sim,Não,baixa
100187,Pernambuco,800,Sim,Sim,Sim,Sim,média_baixa
100191,Pernambuco,1425,Sim,Não,Sim,Não,média_baixa
100192,Pernambuco,3000,Sim,Sim,Sim,Sim,média
100193,Pernambuco,1533,Sim,Sim,Sim,Sim,média
100195,Pernambuco,1833,Sim,Sim,Sim,Sim,média
100196,Pernambuco,1994,Sim,Não,Sim,Não,média
100200,Pernambuco,575,Sim,Sim,Sim,Sim,média_baixa
100202,Pernambuco,432,Sim,Sim,Sim,Sim,baixa
100203,Pernambuco,1144,Sim,Não,Não,Não,média_baixa
100204,Pernambuco,1633,Sim,Sim,Não,Não,média
100212,Pernambuco,1833,Sim,Sim,Sim,Sim,média
100213,Pernambuco,5000,Sim,Sim,Sim,Sim,alta
100214,Pernambuco,3150,Sim,Sim,Sim,Sim,alta
100215,Pernambuco,12400,Sim,Sim,Sim,Não,alta
100217,Pernambuco,2333,Sim,Sim,Sim,Sim,média
100218,Pernambuco,533,Sim,Não,Sim,Sim,média_baixa
100219,Pernambuco,70,Sim,Não,Sim,Sim,baixa
100220,Pernambuco,394,Sim,Não,Sim,Sim,baixa
100227,Pernambuco,666,Sim,Sim,Sim,Não,média_baixa
100229,Pernambuco,600,Sim,Não,Sim,Sim,média_baixa
100241,Pernambuco,3333,Sim,Sim,Sim,Sim,alta
100243,Pernambuco,225,Sim,Não,Sim,Sim,baixa
100244,Pernambuco,216,Sim,Não,Sim,Não,baixa
100245,Pernambuco,1833,Sim,Sim,Sim,Sim,média
100246,Pernambuco,1200,Sim,Sim,Sim,Sim,média_baixa
100247,Pernambuco,1000,Sim,Não,Sim,Sim,média_baixa
100249,Pernambuco,766,Sim,Não,Sim,Sim,média_baixa
100250,Pernambuco,3800,Sim,Sim,Não,Não,alta
100252,Pernambuco,700,Sim,Sim,Sim,Não,média_baixa
100253,Pernambuco,475,Sim,Sim,Sim,Sim,baixa
100256,Pernambuco,650,Sim,Sim,Sim,Sim,média_baixa
100258,Pernambuco,2000,Sim,Sim,Sim,Sim,média
100261,Pernambuco,738,Sim,Sim,Sim,Não,média_baixa
100265,Pernambuco,866,Sim,Não,Sim,Sim,média_baixa
100266,Pernambuco,1025,Sim,Não,Sim,Sim,média_baixa
100268,Pernambuco,1150,Sim,Não,Sim,Não,média_baixa
100270,Pernambuco,530,Sim,Sim,Sim,Não,média_baixa
100273,Pernambuco,1625,Sim,Sim,Sim,Sim,média
100276,Pernambuco,1550,Sim,Sim,Sim,Não,média
100277,Pernambuco,1094,Sim,Sim,Sim,Sim,média_baixa
100282,Pernambuco,1250,Sim,Sim,Sim,Sim,média_baixa
100284,Pernambuco,833,Sim,Sim,Sim,Não,média_baixa
100286,Pernambuco,603,Sim,Sim,Sim,Não,média_baixa
100289,Pernambuco,250,Sim,Sim,Sim,Não,baixa
100290,Pernambuco,333,Sim,Não,Sim,Não,baixa
100291,Pernambuco,359,Sim,Não,Sim,Sim,baixa
100292,Pernambuco,666,Sim,Sim,Sim,Não,média_baixa
100296,Pernambuco,575,Sim,Sim,Sim,Não,média_baixa
100299,Pernambuco,1025,Sim,Não,Sim,Sim,média_baixa
100302,Pernambuco,1029,Sim,Sim,Sim,Não,média_baixa
100307,Pernambuco,950,Sim,Não,Sim,Sim,média_baixa
100309,Pernambuco,1990,Sim,Sim,Sim,Sim,média
100310,Pernambuco,200,Sim,Não,Sim,Sim,baixa
100313,Pernambuco,1300,Sim,Não,Sim,Sim,média_baixa
100314,Pernambuco,1600,Sim,Não,Sim,Sim,média
100315,Pernambuco,972,Sim,Sim,Sim,Não,média_baixa
100320,Pernambuco,1400,Sim,Sim,Sim,Sim,média_baixa
100323,Pernambuco,1510,Sim,Sim,Sim,Não,média
100324,Pernambuco,433,Sim,Sim,Sim,Sim,baixa
100325,Pernambuco,687,Sim,Sim,Sim,Não,média_baixa
100326,Pernambuco,533,Sim,Não,Sim,Sim,média_baixa
100327,Pernambuco,300,Sim,Sim,Sim,Não,baixa
100330,Pernambuco,72,Sim,Não,Sim,Sim,baixa
100333,Pernambuco,2750,Sim,Não,Sim,Sim,média
100334,Pernambuco,925,Sim,Sim,Sim,Sim,média_baixa
100335,Pernambuco,1433,Sim,Sim,Não,Não,média_baixa
100337,Pernambuco,2466,Sim,Sim,Sim,Sim,média
100339,Pernambuco,1466,Sim,Sim,Não,Sim,média_baixa
100340,Pernambuco,1000,Sim,Sim,Sim,Sim,média_baixa
100341,Pernambuco,1087,Sim,Sim,Sim,Sim,média_baixa
100342,Pernambuco,975,Sim,Sim,Sim,Sim,média_baixa
100343,Pernambuco,983,Sim,Sim,Sim,Sim,média_baixa
100344,Pernambuco,6000,Sim,Sim,Sim,Sim,alta
100345,Pernambuco,2066,Sim,Sim,Sim,Sim,média
100347,Pernambuco,5500,Sim,Sim,Sim,Sim,alta
100349,Pernambuco,530,Sim,Sim,Sim,Sim,média_baixa
100350,Pernambuco,4000,Sim,Sim,Sim,Sim,alta
100352,Pernambuco,1233,Sim,Sim,Sim,Sim,média_baixa
100353,Pernambuco,1163,Sim,Sim,Sim,Sim,média_baixa
100355,Pernambuco,276,Sim,Não,Sim,Sim,baixa
100356,Pernambuco,345,Sim,Sim,Sim,Sim,baixa
100359,Pernambuco,862,Sim,Não,Sim,Sim,média_baixa
100361,Pernambuco,3166,Sim,Sim,Sim,Sim,alta
100362,Pernambuco,670,Sim,Sim,Sim,Sim,média_baixa
100366,Pernambuco,1333,Sim,Sim,Sim,Sim,média_baixa
100368,Pernambuco,400,Sim,Sim,Sim,Sim,baixa
100370,Pernambuco,962,Sim,Sim,Sim,Sim,média_baixa
100371,Pernambuco,2112,Sim,Sim,Sim,Sim,média
100373,Pernambuco,704,Sim,Sim,Sim,Sim,média_baixa
100375,Pernambuco,1400,Sim,Sim,Sim,Sim,média_baixa
100377,Pernambuco,1425,Sim,Sim,Sim,Sim,média_baixa
100378,Pernambuco,570,Sim,Sim,Sim,Sim,média_baixa
100380,Pernambuco,1000,Sim,Sim,Não,Não,média_baixa
100384,Pernambuco,1000,Sim,Sim,Sim,Sim,média_baixa
100385,Pernambuco,1375,Sim,Sim,Não,Não,média_baixa
100387,Pernambuco,625,Sim,Sim,Sim,Sim,média_baixa
100390,Pernambuco,1150,Sim,Sim,Sim,Sim,média_baixa
100391,Pernambuco,1245,Sim,Sim,Sim,Sim,média_baixa
100395,Pernambuco,750,Sim,Sim,Sim,Sim,média_baixa
100397,Pernambuco,1337,Sim,Sim,Sim,Sim,média_baixa
100398,Pernambuco,411,Sim,Sim,Sim,Sim,baixa
100400,Pernambuco,521,Sim,Sim,Não,Não,média_baixa
100402,Pernambuco,834,Sim,Sim,Não,Não,média_baixa
100404,Pernambuco,1633,Sim,Sim,Sim,Sim,média
100406,Pernambuco,1202,Sim,Sim,Não,Não,média_baixa
100407,Pernambuco,775,Sim,Sim,Sim,Sim,média_baixa
100409,Pernambuco,500,Sim,Sim,Não,Não,baixa
100410,Pernambuco,875,Sim,Sim,Sim,Sim,média_baixa
100411,Pernambuco,266,Sim,Sim,Não,Não,baixa
100412,Pernambuco,1110,Sim,Sim,Sim,Sim,média_baixa
100413,Pernambuco,2900,Sim,Sim,Não,Não,média
100416,Pernambuco,233,Sim,Sim,Não,Não,baixa
100417,Pernambuco,1400,Sim,Sim,Sim,Sim,média_baixa
100420,Pernambuco,350,Sim,Sim,Não,Não,baixa
100421,Pernambuco,1166,Sim,Sim,Não,Não,média_baixa
100422,Pernambuco,1500,Sim,Sim,Sim,Sim,média_baixa
100426,Pernambuco,1125,Sim,Sim,Sim,Sim,média_baixa
100427,Pernambuco,600,Sim,Não,Sim,Sim,média_baixa
100430,Pernambuco,522,Sim,Sim,Não,Não,média_baixa
100431,Pernambuco,500,Sim,Não,Sim,Sim,baixa
100438,Pernambuco,262,Sim,Sim,Não,Não,baixa
100441,Pernambuco,1200,Sim,Não,Sim,Sim,média_baixa
100444,Pernambuco,1101,Sim,Sim,Sim,Sim,média_baixa
100450,Pernambuco,966,Sim,Sim,Sim,Sim,média_baixa
100451,Pernambuco,850,Sim,Não,Sim,Sim,média_baixa
100456,Pernambuco,6000,Sim,Sim,Não,Não,alta
100457,Pernambuco,394,Sim,Sim,Não,Não,baixa
100460,Pernambuco,750,Sim,Sim,Sim,Sim,média_baixa
100461,Pernambuco,333,Sim,Sim,Não,Sim,baixa
100463,Pernambuco,800,Sim,Sim,Não,Não,média_baixa
100468,Pernambuco,622,Sim,Sim,Não,Não,média_baixa
100471,Pernambuco,3000,Sim,Sim,Não,Não,média
100481,Pernambuco,1000,Sim,Não,Sim,Sim,média_baixa
100495,Pernambuco,3000,Sim,Sim,Não,Não,média
100499,Pernambuco,746,Sim,Não,Sim,Sim,média_baixa
100501,Pernambuco,788,Sim,Sim,Não,Não,média_baixa
100504,Pernambuco,4233,Sim,Sim,Sim,Sim,alta
100508,Pernambuco,1560,Sim,Sim,Sim,Sim,média
100509,Pernambuco,325,Sim,Sim,Sim,Sim,baixa
100513,Pernambuco,875,Sim,Sim,Sim,Sim,média_baixa
100515,Pernambuco,3400,Sim,Não,Sim,Sim,alta
100517,Pernambuco,587,Sim,Sim,Sim,Sim,média_baixa
100521,Pernambuco,1546,Sim,Sim,Sim,Sim,média
100524,Pernambuco,1692,Sim,Sim,Sim,Sim,média
100527,Pernambuco,700,Sim,Sim,Sim,Sim,média_baixa
100528,Pernambuco,1012,Sim,Sim,Sim,Não,média_baixa
100529,Pernambuco,900,Sim,Sim,Sim,Sim,média_baixa
100530,Pernambuco,2144,Sim,Sim,Sim,Sim,média
100531,Pernambuco,833,Sim,Sim,Sim,Sim,média_baixa
100532,Pernambuco,1121,Sim,Sim,Sim,Sim,média_baixa
100533,Pernambuco,1627,Sim,Sim,Sim,Sim,média
100536,Pernambuco,1200,Sim,Não,Sim,Sim,média_baixa
100537,Pernambuco,1000,Sim,Sim,Sim,Sim,média_baixa
100539,Pernambuco,780,Sim,Não,Sim,Sim,média_baixa
100540,Pernambuco,1300,Sim,Sim,Sim,Sim,média_baixa
100541,Pernambuco,483,Sim,Não,Sim,Sim,baixa
100543,Pernambuco,759,Sim,Sim,Sim,Sim,média_baixa
100545,Pernambuco,640,Sim,Sim,Sim,Sim,média_baixa
100547,Pernambuco,520,Sim,Sim,Sim,Sim,média_baixa
100548,Pernambuco,801,Sim,Sim,Sim,Sim,média_baixa
100549,Pernambuco,733,Sim,Sim,Sim,Sim,média_baixa
100551,Pernambuco,694,Sim,Não,Sim,Sim,média_baixa
100553,Pernambuco,672,Sim,Sim,Não,Não,média_baixa
100554,Pernambuco,875,Sim,Sim,Sim,Sim,média_baixa
100567,Pernambuco,1350,Sim,Sim,Sim,Não,média_baixa
100569,Pernambuco,2050,Sim,Sim,Sim,Sim,média
100571,Pernambuco,1386,Sim,Sim,Sim,Sim,média_baixa
100572,Pernambuco,1288,Sim,Sim,Sim,Sim,média_baixa
100573,Pernambuco,3728,Sim,Não,Sim,Sim,alta
100574,Pernambuco,1888,Sim,Não,Sim,Sim,média
100577,Pernambuco,1559,Sim,Sim,Sim,Sim,média
100578,Pernambuco,1225,Sim,Sim,Sim,Sim,média_baixa
100579,Pernambuco,2500,Sim,Sim,Sim,Sim,média
100582,Pernambuco,875,Sim,Sim,Sim,Não,média_baixa
100583,Pernambuco,1697,Sim,Sim,Sim,Não,média
100584,Pernambuco,1812,Sim,Sim,Sim,Sim,média
100585,Pernambuco,9440,Sim,Sim,Sim,Sim,alta
100586,Pernambuco,832,Sim,Não,Sim,Sim,média_baixa
100587,Pernambuco,1450,Sim,Sim,Sim,Sim,média_baixa
100588,Pernambuco,3100,Sim,Não,Sim,Não,alta
100589,Pernambuco,729,Sim,Sim,Sim,Sim,média_baixa
100590,Pernambuco,315,Sim,Não,Sim,Sim,baixa
100591,Pernambuco,1385,Sim,Não,Sim,Sim,média_baixa
100592,Pernambuco,1433,Sim,Não,Sim,Sim,média_baixa
100593,Pernambuco,8650,Sim,Sim,Não,Não,alta
100594,Pernambuco,2333,Sim,Sim,Sim,Sim,média
100596,Pernambuco,633,Sim,Sim,Não,Sim,média_baixa
100597,Pernambuco,1033,Sim,Sim,Sim,Sim,média_baixa
100598,Pernambuco,850,Sim,Sim,Sim,Não,média_baixa
100599,Pernambuco,2594,Sim,Sim,Não,Não,média
100600,Pernambuco,985,Sim,Sim,Sim,Sim,média_baixa
100602,Pernambuco,394,Sim,Sim,Sim,Sim,baixa
100603,Pernambuco,449,Sim,Não,Sim,Sim,baixa
100604,Pernambuco,577,Sim,Não,Sim,Sim,média_baixa
100605,Pernambuco,394,Sim,Sim,Não,Não,baixa
100606,Pernambuco,600,Sim,Sim,Sim,Não,média_baixa
100607,Pernambuco,1550,Sim,Não,Sim,Sim,média
100608,Pernambuco,1125,Sim,Sim,Sim,Sim,média_baixa
100610,Pernambuco,975,Sim,Sim,Sim,Sim,média_baixa
100613,Pernambuco,550,Sim,Não,Sim,Sim,média_baixa
100616,Pernambuco,550,Sim,Sim,Sim,Não,média_baixa
100619,Pernambuco,500,Sim,Sim,Não,Não,baixa
100620,Pernambuco,500,Sim,Sim,Não,Não,baixa
100623,Pernambuco,497,Sim,Sim,Sim,Sim,baixa
100626,Pernambuco,1266,Sim,Não,Sim,Sim,média_baixa
100627,Pernambuco,783,Sim,Não,Sim,Sim,média_baixa
100632,Pernambuco,666,Sim,Sim,Sim,Sim,média_baixa
100635,Pernambuco,2129,Sim,Sim,Sim,Sim,média
100637,Pernambuco,975,Sim,Sim,Sim,Sim,média_baixa
100638,Pernambuco,1600,Sim,Sim,Sim,Sim,média
100639,Pernambuco,750,Sim,Não,Sim,Sim,média_baixa
100640,Pernambuco,966,Sim,Não,Sim,Sim,média_baixa
100641,Pernambuco,1569,Sim,Sim,Sim,Sim,média
100642,Pernambuco,5500,Sim,Sim,Sim,Sim,alta
100643,Pernambuco,3250,Sim,Sim,Sim,Sim,alta
100644,Pernambuco,2100,Sim,Sim,Sim,Sim,média
100646,Pernambuco,2000,Sim,Sim,Sim,Sim,média
100647,Pernambuco,1500,Sim,Sim,Sim,Sim,média_baixa
100649,Pernambuco,2364,Sim,Sim,Sim,Sim,média
100650,Pernambuco,320,Sim,Não,Sim,Sim,baixa
100652,Pernambuco,1000,Sim,Sim,Sim,Sim,média_baixa
100653,Pernambuco,1074,Sim,Sim,Sim,Sim,média_baixa
100655,Pernambuco,2275,Sim,Não,Sim,Sim,média
100656,Pernambuco,1096,Sim,Sim,Sim,Sim,média_baixa
100657,Pernambuco,1250,Sim,Sim,Sim,Sim,média_baixa
100659,Pernambuco,7800,Sim,Sim,Sim,Sim,alta
100660,Pernambuco,2997,Sim,Sim,Sim,Sim,média
100661,Pernambuco,2000,Sim,Sim,Sim,Sim,média
100662,Pernambuco,2000,Sim,Sim,Sim,Não,média
100663,Pernambuco,7066,Sim,Sim,Sim,Sim,alta
100666,Pernambuco,7000,Sim,Sim,Sim,Sim,alta
100668,Pernambuco,7900,Sim,Sim,Sim,Sim,alta
100669,Pernambuco,5026,Sim,Sim,Sim,Sim,alta
100670,Pernambuco,4500,Sim,Sim,Sim,Sim,alta
100671,Pernambuco,2180,Sim,Sim,Sim,Sim,média
100672,Pernambuco,6850,Sim,Sim,Sim,Sim,alta
100673,Pernambuco,2000,Sim,Sim,Sim,Sim,média
100674,Pernambuco,2800,Sim,Sim,Sim,Sim,média
100675,Pernambuco,11000,Sim,Sim,Sim,Sim,alta
100678,Pernambuco,2333,Sim,Sim,Sim,Sim,média
100679,Pernambuco,500,Sim,Não,Sim,Sim,baixa
100680,Pernambuco,950,Sim,Sim,Sim,Sim,média_baixa
100681,Pernambuco,394,Sim,Não,Sim,Não,baixa
100682,Pernambuco,975,Sim,Sim,Sim,Sim,média_baixa
100684,Pernambuco,2333,Sim,Sim,Sim,Sim,média
100685,Pernambuco,0,Sim,Sim,Sim,Sim,baixa
100686,Pernambuco,380,Sim,Não,Sim,Sim,baixa
100689,Pernambuco,422,Sim,Sim,Sim,Sim,baixa
100691,Pernambuco,833,Sim,Sim,Sim,Sim,média_baixa
100693,Pernambuco,2500,Sim,Sim,Sim,Sim,média
100694,Pernambuco,3966,Sim,Sim,Sim,Sim,alta
100695,Pernambuco,2200,Sim,Sim,Sim,Sim,média
100696,Pernambuco,4650,Sim,Sim,Sim,Sim,alta
100697,Pernambuco,1757,Sim,Sim,Sim,Sim,média
100698,Pernambuco,1666,Sim,Sim,Sim,Sim,média
100699,Pernambuco,6666,Sim,Sim,Sim,Sim,alta
100700,Pernambuco,7066,Sim,Sim,Sim,Sim,alta
100701,Pernambuco,1576,Sim,Sim,Sim,Sim,média
100704,Pernambuco,3650,Sim,Sim,Sim,Sim,alta
100705,Pernambuco,2375,Sim,Sim,Sim,Sim,média
100711,Pernambuco,1050,Sim,Sim,Sim,Sim,média_baixa
100715,Pernambuco,2588,Sim,Sim,Sim,Sim,média
100720,Pernambuco,1250,Sim,Sim,Sim,Não,média_baixa
100721,Pernambuco,1900,Sim,Sim,Sim,Sim,média
100722,Pernambuco,875,Sim,Sim,Sim,Sim,média_baixa
100723,Pernambuco,900,Sim,Sim,Sim,Sim,média_baixa
100724,Pernambuco,1333,Sim,Sim,Sim,Sim,média_baixa
100725,Pernambuco,750,Sim,Sim,Sim,Sim,média_baixa
100726,Pernambuco,533,Sim,Sim,Sim,Sim,média_baixa
100727,Pernambuco,1413,Sim,Sim,Sim,Sim,média_baixa
100728,Pernambuco,625,Sim,Não,Sim,Sim,média_baixa
100729,Pernambuco,929,Sim,Sim,Sim,Sim,média_baixa
100730,Pernambuco,760,Sim,Sim,Sim,Sim,média_baixa
100731,Pernambuco,663,Sim,Sim,Sim,Sim,média_baixa
100732,Pernambuco,100,Sim,Não,Sim,Sim,baixa
100733,Pernambuco,500,Sim,Sim,Sim,Sim,baixa
100734,Pernambuco,1800,Sim,Sim,Sim,Sim,média
100735,Pernambuco,633,Sim,Sim,Sim,Sim,média_baixa
100736,Pernambuco,1750,Sim,Não,Sim,Sim,média
100737,Pernambuco,1333,Sim,Sim,Sim,Sim,média_baixa
100741,Pernambuco,740,Sim,Sim,Sim,Sim,média_baixa
100742,Pernambuco,1488,Sim,Sim,Sim,Sim,média_baixa
100743,Pernambuco,762,Sim,Sim,Sim,Sim,média_baixa
100749,Pernambuco,625,Sim,Sim,Sim,Não,média_baixa
100750,Pernambuco,1241,Sim,Sim,Sim,Sim,média_baixa
100751,Pernambuco,666,Sim,Não,Sim,Sim,média_baixa
100752,Pernambuco,1634,Sim,Sim,Sim,Sim,média
100755,Pernambuco,892,Sim,Sim,Sim,Sim,média_baixa
100756,Pernambuco,1194,Sim,Sim,Sim,Não,média_baixa
100760,Pernambuco,1194,Sim,Sim,Sim,Sim,média_baixa
100761,Pernambuco,900,Sim,Sim,Sim,Sim,média_baixa
100762,Pernambuco,1500,Sim,Sim,Sim,Sim,média_baixa
100764,Pernambuco,762,Sim,Sim,Sim,Sim,média_baixa
100765,Pernambuco,966,Sim,Sim,Sim,Sim,média_baixa
100766,Pernambuco,1333,Sim,Sim,Sim,Sim,média_baixa
100767,Pernambuco,3000,Sim,Sim,Sim,Sim,média
100768,Pernambuco,3287,Sim,Sim,Sim,Sim,alta
100769,Pernambuco,1900,Sim,Sim,Sim,Sim,média
100770,Pernambuco,2000,Sim,Sim,Sim,Sim,média
100771,Pernambuco,3000,Sim,Sim,Sim,Sim,média
100773,Pernambuco,1800,Sim,Sim,Sim,Sim,média
100776,Pernambuco,1250,Sim,Sim,Sim,Sim,média_baixa
100777,Pernambuco,2166,Sim,Sim,Sim,Sim,média
100779,Pernambuco,600,Sim,Não,Sim,Sim,média_baixa
100782,Pernambuco,1075,Sim,Sim,Sim,Sim,média_baixa
100783,Pernambuco,533,Sim,Sim,Sim,Sim,média_baixa
100785,Pernambuco,750,Sim,Sim,Sim,Sim,média_baixa
100786,Pernambuco,300,Sim,Sim,Sim,Sim,baixa
100788,Pernambuco,375,Sim,Sim,Sim,Sim,baixa
100789,Pernambuco,1288,Sim,Sim,Sim,Sim,média_baixa
100792,Pernambuco,1166,Sim,Sim,Sim,Sim,média_baixa
100793,Pernambuco,750,Sim,Sim,Sim,Sim,média_baixa
100794,Pernambuco,1000,Sim,Sim,Sim,Sim,média_baixa
100795,Pernambuco,400,Sim,Sim,Sim,Sim,baixa
100797,Pernambuco,1400,Sim,Sim,Sim,Sim,média_baixa
100799,Pernambuco,466,Sim,Não,Sim,Sim,baixa
100801,Pernambuco,550,Sim,Não,Sim,Sim,média_baixa
100806,Pernambuco,2333,Sim,Sim,Sim,Sim,média
100807,Pernambuco,1740,Sim,Sim,Sim,Sim,média
100808,Pernambuco,700,Sim,Sim,Não,Sim,média_baixa
100815,Pernambuco,1066,Sim,Sim,Sim,Sim,média_baixa
100822,Pernambuco,548,Sim,Sim,Sim,Sim,média_baixa
100823,Pernambuco,1000,Sim,Sim,Sim,Sim,média_baixa
100830,Pernambuco,750,Sim,Sim,Sim,Sim,média_baixa
100831,Pernambuco,897,Sim,Sim,Sim,Sim,média_baixa
100833,Pernambuco,942,Sim,Sim,Sim,Sim,média_baixa
100834,Pernambuco,788,Sim,Sim,Não,Sim,média_baixa
100836,Pernambuco,840,Sim,Sim,Sim,Sim,média_baixa
100838,Pernambuco,1940,Sim,Sim,Sim,Sim,média
100839,Pernambuco,762,Sim,Sim,Sim,Sim,média_baixa
100840,Pernambuco,730,Sim,Sim,Sim,Sim,média_baixa
100842,Pernambuco,1000,Sim,Sim,Sim,Sim,média_baixa
100843,Pernambuco,1433,Sim,Sim,Sim,Sim,média_baixa
100844,Pernambuco,2050,Sim,Sim,Sim,Sim,média
100846,Pernambuco,1375,Sim,Sim,Sim,Sim,média_baixa
100847,Pernambuco,684,Sim,Sim,Não,Não,média_baixa
100848,Pernambuco,535,Sim,Não,Sim,Sim,média_baixa
100849,Pernambuco,1440,Sim,Sim,Sim,Sim,média_baixa
100850,Pernambuco,280,Sim,Sim,Sim,Sim,baixa
100853,Pernambuco,394,Sim,Não,Sim,Sim,baixa
100854,Pernambuco,875,Sim,Sim,Sim,Sim,média_baixa
100856,Pernambuco,800,Sim,Sim,Sim,Sim,média_baixa
100858,Pernambuco,0,Sim,Sim,Sim,Sim,baixa
100859,Pernambuco,1066,Sim,Sim,Sim,Sim,média_baixa
100860,Pernambuco,1600,Sim,Sim,Sim,Sim,média
100861,Pernambuco,2929,Sim,Sim,Sim,Sim,média
100863,Pernambuco,1650,Sim,Sim,Sim,Sim,média
100864,Pernambuco,920,Sim,Sim,Sim,Sim,média_baixa
100867,Pernambuco,400,Sim,Sim,Sim,Sim,baixa
100868,Pernambuco,1453,Sim,Não,Sim,Sim,média_baixa
100869,Pernambuco,900,Sim,Sim,Sim,Sim,média_baixa
100872,Pernambuco,1100,Sim,Sim,Sim,Sim,média_baixa
100873,Pernambuco,1686,Sim,Sim,Sim,Não,média
100874,Pernambuco,5100,Sim,Sim,Sim,Sim,alta
100875,Pernambuco,360,Sim,Não,Sim,Sim,baixa
100876,Pernambuco,5000,Sim,Não,Sim,Sim,alta
100877,Pernambuco,1566,Sim,Sim,Sim,Sim,média
100878,Pernambuco,1200,Sim,Sim,Sim,Sim,média_baixa
100881,Pernambuco,1353,Sim,Sim,Sim,Sim,média_baixa
100882,Pernambuco,3700,Sim,Sim,Sim,Sim,alta
100883,Pernambuco,2500,Sim,Não,Sim,Sim,média
100884,Pernambuco,2000,Sim,Sim,Sim,Sim,média
100886,Pernambuco,5000,Sim,Sim,Sim,Sim,alta
100888,Pernambuco,1576,Sim,Sim,Não,Não,média
100889,Pernambuco,1300,Sim,Sim,Não,Não,média_baixa
100890,Pernambuco,375,Sim,Sim,Sim,Sim,baixa
