,UF,Renda Salarial(R$),Acesso a internet em Domicílio,Acesso a internet em Microcomputador,Acesso a internet em Celular,Acesso a internet em 3G 4G
96445,São Paulo,1000,Sim,Não,Não,Não
96447,São Paulo,833,Sim,Não,Sim,Sim
96450,São Paulo,1775,Sim,Não,Não,Sim
96451,São Paulo,0,Sim,Sim,Não,Não
96455,São Paulo,0,Sim,Sim,Não,Não
96456,São Paulo,894,Sim,Não,Não,Sim
96457,São Paulo,975,Sim,Não,Não,Sim
96458,São Paulo,1000,Sim,Não,Não,Não
96463,São Paulo,2947,Sim,Não,Não,Não
96465,São Paulo,1094,Sim,Não,Não,Não
96467,São Paulo,380,Sim,Sim,Não,Sim
96469,São Paulo,700,Sim,Não,Não,Sim
96472,São Paulo,2433,Sim,Não,Não,Sim
96473,São Paulo,900,Sim,Não,Não,Não
96476,São Paulo,694,Sim,Não,Não,Sim
96478,São Paulo,858,Sim,Não,Não,Sim
96479,São Paulo,0,Sim,Não,Não,Não
96481,São Paulo,129,Sim,Não,Sim,Sim
96484,São Paulo,516,Sim,Sim,Não,Sim
96485,São Paulo,1397,Sim,Não,Não,Não
96487,São Paulo,300,Sim,Não,Não,Sim
96490,São Paulo,1150,Sim,Não,Sim,Sim
96493,São Paulo,1500,Sim,Não,Sim,Sim
96494,São Paulo,1066,Sim,Não,Não,Sim
96495,São Paulo,1600,Sim,Não,Não,Sim
96499,São Paulo,394,Sim,Não,Sim,Sim
96500,São Paulo,600,Sim,Não,Não,Sim
96501,São Paulo,0,Sim,Não,Não,Sim
96504,São Paulo,625,Sim,Não,Não,Não
96505,São Paulo,625,Sim,Não,Não,Sim
96508,São Paulo,1900,Sim,Não,Não,Não
96509,São Paulo,1300,Sim,Não,Não,Não
96510,São Paulo,1000,Sim,Não,Não,Sim
96511,São Paulo,900,Sim,Não,Não,Sim
96512,São Paulo,933,Sim,Sim,Não,Não
96516,São Paulo,1285,Sim,Não,Não,Não
96517,São Paulo,625,Sim,Não,Não,Não
96518,São Paulo,500,Sim,Sim,Não,Não
96519,São Paulo,2250,Sim,Sim,Não,Sim
96520,São Paulo,733,Sim,Não,Não,Sim
96523,São Paulo,1063,Sim,Sim,Não,Sim
96524,São Paulo,700,Sim,Não,Não,Não
96526,São Paulo,800,Sim,Não,Não,Não
96528,São Paulo,880,Sim,Não,Não,Sim
96532,São Paulo,663,Sim,Sim,Não,Sim
96536,São Paulo,1173,Sim,Sim,Não,Sim
96537,São Paulo,1066,Sim,Sim,Não,Sim
96539,São Paulo,733,Sim,Não,Não,Não
96540,São Paulo,900,Sim,Não,Não,Sim
96542,São Paulo,700,Sim,Sim,Não,Não
96549,São Paulo,811,Sim,Sim,Não,Não
96551,São Paulo,547,Sim,Não,Sim,Sim
96553,São Paulo,394,Sim,Sim,Não,Não
96558,São Paulo,333,Sim,Não,Não,Não
96563,São Paulo,560,Sim,Não,Não,Não
96564,São Paulo,394,Sim,Sim,Não,Não
96566,São Paulo,3675,Sim,Não,Não,Não
96567,São Paulo,9000,Sim,Não,Não,Não
96568,São Paulo,4500,Sim,Não,Não,Sim
96569,São Paulo,3000,Sim,Não,Sim,Sim
96570,São Paulo,2000,Sim,Não,Não,Não
96572,São Paulo,10200,Sim,Não,Não,Não
96574,São Paulo,6250,Sim,Não,Não,Não
96575,São Paulo,3500,Sim,Não,Não,Sim
96576,São Paulo,6666,Sim,Não,Não,Não
96577,São Paulo,3000,Sim,Não,Não,Não
96580,São Paulo,450,Sim,Não,Não,Sim
96581,São Paulo,4800,Sim,Sim,Não,Não
96582,São Paulo,2525,Sim,Não,Não,Não
96585,São Paulo,1400,Sim,Sim,Não,Sim
96586,São Paulo,4500,Sim,Não,Não,Não
96588,São Paulo,1858,Sim,Não,Não,Não
96590,São Paulo,2680,Sim,Não,Sim,Sim
96593,São Paulo,1193,Sim,Não,Não,Não
96594,São Paulo,1750,Sim,Não,Não,Não
96596,São Paulo,1050,Sim,Não,Não,Não
96600,São Paulo,11750,Sim,Não,Não,Não
96602,São Paulo,1500,Sim,Não,Não,Não
96603,São Paulo,1725,Sim,Não,Sim,Sim
96604,São Paulo,1500,Sim,Não,Sim,Sim
96605,São Paulo,644,Sim,Sim,Sim,Sim
96607,São Paulo,400,Sim,Sim,Não,Não
96613,São Paulo,1266,Sim,Não,Sim,Sim
96614,São Paulo,1152,Sim,Não,Não,Não
96615,São Paulo,2166,Sim,Não,Não,Não
96616,São Paulo,1160,Sim,Não,Não,Não
96617,São Paulo,550,Sim,Sim,Não,Não
96618,São Paulo,3000,Sim,Sim,Não,Não
96623,São Paulo,914,Sim,Sim,Não,Não
96624,São Paulo,866,Sim,Sim,Não,Não
96626,São Paulo,675,Sim,Não,Não,Não
96628,São Paulo,662,Sim,Não,Não,Não
96630,São Paulo,577,Sim,Não,Não,Não
96632,São Paulo,1266,Sim,Não,Não,Não
96633,São Paulo,780,Sim,Sim,Não,Não
96634,São Paulo,1350,Sim,Sim,Não,Sim
96635,São Paulo,315,Sim,Sim,Não,Não
96641,São Paulo,1686,Sim,Não,Não,Não
96642,São Paulo,1025,Sim,Não,Não,Sim
96643,São Paulo,1066,Sim,Sim,Não,Não
96645,São Paulo,720,Sim,Não,Não,Sim
96646,São Paulo,1850,Sim,Não,Não,Não
96647,São Paulo,830,Sim,Não,Não,Não
96648,São Paulo,6170,Sim,Não,Não,Sim
96650,São Paulo,500,Sim,Sim,Não,Não
96651,São Paulo,850,Sim,Sim,Não,Não
96653,São Paulo,575,Sim,Sim,Não,Não
96654,São Paulo,833,Sim,Não,Não,Não
96656,São Paulo,1100,Sim,Não,Não,Não
96657,São Paulo,1866,Sim,Não,Não,Sim
96658,São Paulo,1100,Sim,Não,Não,Sim
96661,São Paulo,625,Sim,Não,Não,Sim
96662,São Paulo,713,Sim,Não,Não,Não
96666,São Paulo,262,Sim,Sim,Não,Não
96667,São Paulo,0,Sim,Sim,Não,Não
96668,São Paulo,1794,Sim,Não,Não,Sim
96669,São Paulo,350,Sim,Sim,Não,Não
96670,São Paulo,1150,Sim,Sim,Não,Sim
96671,São Paulo,600,Sim,Não,Não,Não
96672,São Paulo,966,Sim,Não,Não,Sim
96674,São Paulo,697,Sim,Não,Não,Sim
96677,São Paulo,775,Sim,Não,Não,Não
96678,São Paulo,525,Sim,Não,Não,Não
96685,São Paulo,212,Sim,Não,Não,Não
96686,São Paulo,720,Sim,Não,Não,Sim
96690,São Paulo,833,Sim,Não,Não,Sim
96692,São Paulo,1266,Sim,Não,Não,Não
96695,São Paulo,600,Sim,Não,Não,Não
96696,São Paulo,3000,Sim,Não,Não,Sim
96697,São Paulo,1950,Sim,Não,Não,Sim
96698,São Paulo,660,Sim,Não,Não,Sim
96700,São Paulo,947,Sim,Não,Não,Sim
96702,São Paulo,500,Sim,Não,Não,Sim
96704,São Paulo,900,Sim,Sim,Não,Não
96705,São Paulo,788,Sim,Não,Não,Sim
96707,São Paulo,629,Sim,Não,Não,Não
96711,São Paulo,1375,Sim,Não,Não,Não
96713,São Paulo,925,Sim,Não,Não,Não
96715,São Paulo,866,Sim,Não,Não,Não
96716,São Paulo,1335,Sim,Não,Não,Não
96721,São Paulo,1250,Sim,Não,Não,Não
96722,São Paulo,5600,Sim,Não,Não,Não
96724,São Paulo,666,Sim,Não,Não,Não
96726,São Paulo,1400,Sim,Não,Não,Não
96731,São Paulo,4000,Sim,Não,Não,Não
96732,São Paulo,5000,Sim,Não,Não,Não
96733,São Paulo,1447,Sim,Não,Não,Não
96736,São Paulo,2300,Sim,Não,Não,Não
96739,São Paulo,8000,Sim,Não,Não,Não
96743,São Paulo,666,Sim,Não,Sim,Não
96745,São Paulo,4000,Sim,Não,Não,Não
96746,São Paulo,4100,Sim,Não,Não,Não
96747,São Paulo,190,Sim,Não,Não,Não
96749,São Paulo,598,Sim,Não,Não,Não
96750,São Paulo,557,Sim,Não,Não,Não
96751,São Paulo,1058,Sim,Não,Sim,Sim
96752,São Paulo,750,Sim,Não,Não,Não
96754,São Paulo,1800,Sim,Sim,Não,Não
96755,São Paulo,920,Sim,Não,Não,Não
96756,São Paulo,933,Sim,Sim,Não,Não
96757,São Paulo,1150,Sim,Não,Não,Não
96758,São Paulo,720,Sim,Sim,Não,Não
96759,São Paulo,1375,Sim,Não,Não,Não
96760,São Paulo,525,Sim,Não,Não,Não
96762,São Paulo,894,Sim,Sim,Não,Não
96763,São Paulo,766,Sim,Não,Não,Não
96764,São Paulo,950,Sim,Não,Sim,Sim
96767,São Paulo,766,Sim,Sim,Sim,Não
96771,São Paulo,950,Sim,Não,Sim,Sim
96774,São Paulo,692,Sim,Não,Não,Não
96775,São Paulo,800,Sim,Não,Não,Não
96776,São Paulo,575,Sim,Não,Sim,Sim
96780,São Paulo,1166,Sim,Não,Não,Não
96783,São Paulo,933,Sim,Não,Não,Sim
96785,São Paulo,394,Sim,Não,Sim,Sim
96787,São Paulo,850,Sim,Não,Não,Sim
96788,São Paulo,1070,Sim,Não,Sim,Sim
96789,São Paulo,725,Sim,Sim,Não,Não
96793,São Paulo,1350,Sim,Não,Sim,Sim
96794,São Paulo,262,Sim,Não,Sim,Sim
96795,São Paulo,1000,Sim,Não,Não,Não
96797,São Paulo,360,Sim,Não,Não,Não
96802,São Paulo,375,Sim,Não,Não,Não
96804,São Paulo,2000,Sim,Não,Sim,Sim
96805,São Paulo,796,Sim,Não,Sim,Sim
96808,São Paulo,1133,Sim,Não,Não,Não
96810,São Paulo,2075,Sim,Não,Não,Não
96812,São Paulo,1050,Sim,Não,Não,Não
96814,São Paulo,875,Sim,Não,Não,Não
96817,São Paulo,400,Sim,Não,Sim,Sim
96818,São Paulo,833,Sim,Não,Não,Sim
96819,São Paulo,1193,Sim,Não,Sim,Sim
96820,São Paulo,1000,Sim,Não,Não,Não
96821,São Paulo,970,Sim,Não,Não,Sim
96824,São Paulo,1500,Sim,Não,Não,Sim
96826,São Paulo,500,Sim,Não,Não,Sim
96827,São Paulo,554,Sim,Não,Não,Não
96828,São Paulo,2272,Sim,Não,Não,Não
96829,São Paulo,2200,Sim,Não,Sim,Sim
96831,São Paulo,1694,Sim,Não,Não,Não
96833,São Paulo,2200,Sim,Não,Sim,Sim
96834,São Paulo,2000,Sim,Não,Não,Não
96835,São Paulo,1165,Sim,Não,Não,Não
96836,São Paulo,2700,Sim,Não,Não,Não
96837,São Paulo,3660,Sim,Não,Sim,Sim
96838,São Paulo,2000,Sim,Sim,Não,Não
96841,São Paulo,750,Sim,Sim,Não,Não
96843,São Paulo,9000,Sim,Não,Não,Não
96844,São Paulo,2100,Sim,Não,Não,Não
96847,São Paulo,5400,Sim,Não,Não,Não
96848,São Paulo,2800,Sim,Não,Não,Não
96849,São Paulo,498,Sim,Sim,Não,Não
96850,São Paulo,662,Sim,Sim,Não,Não
96852,São Paulo,606,Sim,Não,Não,Não
96853,São Paulo,1000,Sim,Não,Não,Não
96856,São Paulo,182,Sim,Sim,Não,Não
96857,São Paulo,400,Sim,Não,Sim,Sim
96859,São Paulo,250,Sim,Sim,Não,Não
96860,São Paulo,300,Sim,Sim,Não,Não
96861,São Paulo,536,Sim,Sim,Não,Não
96862,São Paulo,600,Sim,Sim,Não,Sim
96865,São Paulo,788,Sim,Sim,Não,Não
96866,São Paulo,37,Sim,Sim,Não,Não
96867,São Paulo,537,Sim,Sim,Não,Não
96868,São Paulo,400,Sim,Sim,Não,Não
96871,São Paulo,578,Sim,Sim,Não,Não
96872,São Paulo,894,Sim,Sim,Não,Não
96875,São Paulo,1209,Sim,Não,Não,Não
96881,São Paulo,225,Sim,Sim,Não,Não
96882,São Paulo,800,Sim,Sim,Não,Não
96883,São Paulo,262,Sim,Não,Não,Não
96884,São Paulo,1100,Sim,Não,Não,Não
96885,São Paulo,1516,Sim,Não,Não,Sim
96889,São Paulo,2000,Sim,Sim,Não,Não
96890,São Paulo,375,Sim,Não,Não,Não
96891,São Paulo,1000,Sim,Sim,Não,Não
96893,São Paulo,450,Sim,Sim,Não,Não
96895,São Paulo,1166,Sim,Não,Sim,Sim
96897,São Paulo,900,Sim,Não,Não,Não
96898,São Paulo,700,Sim,Não,Não,Não
96899,São Paulo,750,Sim,Sim,Não,Não
96900,São Paulo,400,Sim,Sim,Não,Não
96901,São Paulo,1133,Sim,Não,Não,Sim
96902,São Paulo,433,Sim,Não,Não,Sim
96903,São Paulo,333,Sim,Sim,Não,Sim
96904,São Paulo,369,Sim,Sim,Não,Não
96905,São Paulo,445,Sim,Sim,Não,Não
96907,São Paulo,652,Sim,Não,Não,Não
96908,São Paulo,267,Sim,Não,Não,Sim
96911,São Paulo,2400,Sim,Sim,Não,Sim
96913,São Paulo,1360,Sim,Não,Não,Sim
96917,São Paulo,1300,Sim,Não,Não,Sim
96918,São Paulo,1400,Sim,Não,Não,Não
96919,São Paulo,325,Sim,Sim,Não,Não
96924,São Paulo,533,Sim,Sim,Não,Não
96925,São Paulo,600,Sim,Não,Não,Não
96932,São Paulo,1500,Sim,Não,Não,Não
96933,São Paulo,600,Sim,Sim,Não,Não
96935,São Paulo,550,Sim,Não,Não,Não
96936,São Paulo,400,Sim,Sim,Não,Sim
96937,São Paulo,546,Sim,Não,Não,Não
96939,São Paulo,1400,Sim,Não,Não,Não
96951,São Paulo,707,Sim,Não,Não,Não
96952,São Paulo,725,Sim,Sim,Não,Não
96956,São Paulo,633,Sim,Não,Não,Não
96958,São Paulo,658,Sim,Sim,Não,Não
96961,São Paulo,300,Sim,Sim,Não,Não
96964,São Paulo,1149,Sim,Não,Não,Não
96965,São Paulo,394,Sim,Sim,Não,Não
96966,São Paulo,2500,Sim,Não,Sim,Sim
96967,São Paulo,1008,Sim,Não,Não,Não
96968,São Paulo,2566,Sim,Não,Não,Não
96971,São Paulo,1513,Sim,Sim,Não,Não
96974,São Paulo,1300,Sim,Não,Não,Não
96976,São Paulo,210,Sim,Não,Não,Sim
96977,São Paulo,975,Sim,Não,Não,Sim
96978,São Paulo,399,Sim,Sim,Não,Sim
96979,São Paulo,579,Sim,Sim,Não,Não
96982,São Paulo,350,Sim,Não,Sim,Sim
96984,São Paulo,963,Sim,Não,Não,Não
96988,São Paulo,547,Sim,Não,Não,Não
96989,São Paulo,666,Sim,Sim,Não,Não
96990,São Paulo,1064,Sim,Não,Sim,Não
96991,São Paulo,825,Sim,Não,Não,Não
96992,São Paulo,600,Sim,Não,Sim,Sim
96993,São Paulo,450,Sim,Sim,Não,Não
96994,São Paulo,1300,Sim,Não,Não,Sim
96995,São Paulo,286,Sim,Sim,Não,Não
96996,São Paulo,1638,Sim,Não,Sim,Sim
96998,São Paulo,500,Sim,Sim,Não,Não
96999,São Paulo,6035,Sim,Não,Não,Não
97000,São Paulo,1200,Sim,Não,Não,Não
97001,São Paulo,925,Sim,Sim,Não,Sim
97002,São Paulo,1516,Sim,Não,Não,Não
97004,São Paulo,1162,Sim,Não,Não,Não
97006,São Paulo,620,Sim,Sim,Não,Não
97007,São Paulo,500,Sim,Não,Não,Não
97008,São Paulo,1762,Sim,Não,Não,Não
97009,São Paulo,0,Sim,Sim,Não,Não
97011,São Paulo,2350,Sim,Sim,Não,Não
97013,São Paulo,400,Sim,Sim,Não,Não
97014,São Paulo,525,Sim,Não,Não,Não
97015,São Paulo,414,Sim,Sim,Não,Não
97016,São Paulo,1290,Sim,Não,Não,Não
97017,São Paulo,666,Sim,Não,Não,Sim
97018,São Paulo,750,Sim,Não,Não,Sim
97019,São Paulo,1300,Sim,Não,Não,Sim
97020,São Paulo,1358,Sim,Sim,Não,Não
97021,São Paulo,788,Sim,Sim,Não,Sim
97023,São Paulo,1300,Sim,Não,Não,Não
97024,São Paulo,2300,Sim,Não,Não,Não
97025,São Paulo,1833,Sim,Sim,Não,Não
97026,São Paulo,725,Sim,Não,Não,Sim
97027,São Paulo,800,Sim,Não,Não,Não
97029,São Paulo,1262,Sim,Sim,Não,Não
97031,São Paulo,1788,Sim,Não,Não,Sim
97035,São Paulo,637,Sim,Não,Não,Sim
97036,São Paulo,2724,Sim,Não,Não,Não
97037,São Paulo,3001,Sim,Não,Não,Não
97044,São Paulo,1700,Sim,Não,Sim,Sim
97046,São Paulo,2294,Sim,Não,Sim,Sim
97047,São Paulo,480,Sim,Não,Não,Não
97051,São Paulo,3400,Sim,Não,Não,Não
97053,São Paulo,1025,Sim,Não,Não,Não
97056,São Paulo,157,Sim,Sim,Não,Não
97058,São Paulo,800,Sim,Não,Não,Não
97060,São Paulo,333,Sim,Não,Não,Não
97061,São Paulo,2017,Sim,Não,Não,Não
97064,São Paulo,1100,Sim,Não,Não,Não
97068,São Paulo,533,Sim,Não,Não,Não
97069,São Paulo,600,Sim,Não,Não,Não
97071,São Paulo,300,Sim,Não,Não,Não
97074,São Paulo,1200,Sim,Não,Não,Não
97075,São Paulo,306,Sim,Não,Não,Não
97076,São Paulo,497,Sim,Não,Não,Não
97077,São Paulo,1012,Sim,Não,Não,Não
97078,São Paulo,862,Sim,Não,Não,Não
97079,São Paulo,1377,Sim,Não,Não,Não
97085,São Paulo,500,Sim,Sim,Não,Não
97093,São Paulo,300,Sim,Sim,Não,Não
97096,São Paulo,500,Sim,Sim,Não,Não
97097,São Paulo,222,Sim,Sim,Não,Não
97102,São Paulo,319,Sim,Sim,Não,Não
97103,São Paulo,500,Sim,Sim,Não,Não
97105,São Paulo,393,Sim,Sim,Não,Não
97108,São Paulo,996,Sim,Sim,Não,Não
97110,São Paulo,96,Sim,Sim,Não,Não
97112,São Paulo,634,Sim,Não,Não,Não
97113,São Paulo,596,Sim,Sim,Não,Não
97115,São Paulo,1250,Sim,Não,Não,Não
97118,São Paulo,3000,Sim,Não,Não,Não
97124,São Paulo,800,Sim,Sim,Não,Não
97128,São Paulo,1250,Sim,Não,Não,Não
97129,São Paulo,2000,Sim,Sim,Não,Não
97130,São Paulo,2325,Sim,Sim,Não,Não
97132,São Paulo,1350,Sim,Sim,Não,Não
97134,São Paulo,1596,Sim,Não,Não,Não
97135,São Paulo,2000,Sim,Não,Não,Não
97136,São Paulo,2166,Sim,Não,Não,Não
97137,São Paulo,1700,Sim,Não,Não,Não
97138,São Paulo,1166,Sim,Não,Não,Não
97140,São Paulo,1900,Sim,Não,Não,Não
97142,São Paulo,1044,Sim,Não,Sim,Não
97143,São Paulo,2447,Sim,Não,Não,Não
97144,São Paulo,529,Sim,Não,Não,Não
97145,São Paulo,4000,Sim,Não,Não,Não
97146,São Paulo,2500,Sim,Não,Não,Sim
97150,São Paulo,3000,Sim,Não,Não,Não
97151,São Paulo,3000,Sim,Não,Não,Não
97153,São Paulo,1000,Sim,Não,Sim,Sim
97154,São Paulo,1440,Sim,Não,Não,Não
97155,São Paulo,471,Sim,Sim,Não,Não
97156,São Paulo,1576,Sim,Sim,Não,Não
97157,São Paulo,750,Sim,Sim,Não,Não
97159,São Paulo,696,Sim,Não,Não,Não
97160,São Paulo,1229,Sim,Não,Não,Não
97161,São Paulo,560,Sim,Sim,Não,Não
97162,São Paulo,624,Sim,Sim,Não,Não
97163,São Paulo,2400,Sim,Sim,Não,Não
97164,São Paulo,575,Sim,Sim,Não,Não
97167,São Paulo,504,Sim,Não,Não,Não
97179,São Paulo,3000,Sim,Não,Não,Não
97202,São Paulo,437,Sim,Sim,Não,Não
97203,São Paulo,300,Sim,Sim,Não,Não
97204,São Paulo,422,Sim,Sim,Não,Não
97205,São Paulo,600,Sim,Sim,Não,Não
97206,São Paulo,325,Sim,Sim,Não,Não
97208,São Paulo,710,Sim,Não,Não,Não
97209,São Paulo,1250,Sim,Não,Não,Não
97210,São Paulo,157,Sim,Sim,Não,Não
97211,São Paulo,375,Sim,Sim,Não,Não
97212,São Paulo,583,Sim,Sim,Não,Não
97213,São Paulo,525,Sim,Sim,Não,Não
97214,São Paulo,517,Sim,Sim,Não,Não
97215,São Paulo,1500,Sim,Não,Não,Sim
97216,São Paulo,433,Sim,Sim,Não,Não
97217,São Paulo,1025,Sim,Não,Não,Não
97218,São Paulo,725,Sim,Não,Não,Não
97220,São Paulo,650,Sim,Sim,Não,Não
97221,São Paulo,717,Sim,Sim,Não,Não
97222,São Paulo,1644,Sim,Não,Não,Não
97223,São Paulo,875,Sim,Não,Não,Não
97224,São Paulo,1250,Sim,Não,Não,Não
97225,São Paulo,150,Sim,Não,Não,Não
97226,São Paulo,822,Sim,Não,Não,Não
97227,São Paulo,3396,Sim,Não,Não,Não
97228,São Paulo,525,Sim,Não,Não,Não
97230,São Paulo,330,Sim,Sim,Não,Não
97231,São Paulo,500,Sim,Sim,Não,Não
97232,São Paulo,784,Sim,Não,Não,Não
97234,São Paulo,1666,Sim,Não,Não,Não
97235,São Paulo,1133,Sim,Não,Não,Não
97236,São Paulo,400,Sim,Não,Não,Não
97237,São Paulo,556,Sim,Sim,Não,Não
97239,São Paulo,1500,Sim,Não,Não,Não
97240,São Paulo,729,Sim,Não,Não,Não
97241,São Paulo,1800,Sim,Sim,Não,Não
97242,São Paulo,875,Sim,Sim,Não,Não
97243,São Paulo,1166,Sim,Sim,Não,Não
97244,São Paulo,3000,Sim,Não,Não,Não
97245,São Paulo,1333,Sim,Não,Não,Não
97249,São Paulo,3250,Sim,Não,Não,Não
97252,São Paulo,2300,Sim,Não,Não,Não
97253,São Paulo,800,Sim,Não,Sim,Sim
97256,São Paulo,940,Sim,Não,Sim,Sim
97257,São Paulo,2033,Sim,Não,Não,Sim
97259,São Paulo,7250,Sim,Não,Não,Não
97260,São Paulo,3750,Sim,Não,Não,Não
97261,São Paulo,2000,Sim,Não,Sim,Sim
97271,São Paulo,775,Sim,Não,Não,Não
97274,São Paulo,1988,Sim,Não,Não,Não
97275,São Paulo,12500,Sim,Não,Não,Não
97276,São Paulo,5500,Sim,Não,Não,Não
97278,São Paulo,197,Sim,Não,Não,Não
97280,São Paulo,1666,Sim,Não,Não,Sim
97281,São Paulo,1700,Sim,Sim,Não,Não
97282,São Paulo,3100,Sim,Não,Não,Não
97286,São Paulo,500,Sim,Não,Não,Não
97287,São Paulo,584,Sim,Não,Sim,Sim
97289,São Paulo,2225,Sim,Não,Não,Sim
97291,São Paulo,4650,Sim,Não,Não,Não
97292,São Paulo,2000,Sim,Não,Não,Não
97293,São Paulo,1500,Sim,Não,Não,Não
97296,São Paulo,2500,Sim,Não,Não,Não
97297,São Paulo,575,Sim,Sim,Não,Sim
97298,São Paulo,562,Sim,Não,Não,Não
97299,São Paulo,3750,Sim,Não,Sim,Sim
97300,São Paulo,2400,Sim,Não,Sim,Sim
97302,São Paulo,1600,Sim,Não,Não,Não
97304,São Paulo,969,Sim,Não,Não,Não
97305,São Paulo,3861,Sim,Não,Não,Não
97306,São Paulo,2619,Sim,Não,Não,Não
97309,São Paulo,9800,Sim,Não,Não,Não
97314,São Paulo,3600,Sim,Não,Não,Não
97315,São Paulo,1000,Sim,Não,Não,Não
97317,São Paulo,3233,Sim,Não,Não,Não
97320,São Paulo,419,Sim,Sim,Não,Não
97323,São Paulo,775,Sim,Não,Não,Sim
97324,São Paulo,788,Sim,Não,Sim,Sim
97325,São Paulo,1600,Sim,Sim,Não,Não
97326,São Paulo,425,Sim,Não,Não,Não
97327,São Paulo,262,Sim,Não,Sim,Sim
97329,São Paulo,807,Sim,Sim,Não,Não
97330,São Paulo,575,Sim,Não,Não,Sim
97331,São Paulo,3100,Sim,Não,Sim,Sim
97332,São Paulo,1435,Sim,Não,Não,Sim
97333,São Paulo,947,Sim,Não,Não,Não
97334,São Paulo,500,Sim,Não,Não,Não
97335,São Paulo,1060,Sim,Não,Não,Não
97337,São Paulo,6000,Sim,Não,Não,Não
97338,São Paulo,0,Sim,Não,Sim,Não
97339,São Paulo,2237,Sim,Não,Não,Não
97340,São Paulo,500,Sim,Não,Não,Não
97342,São Paulo,788,Sim,Sim,Não,Não
97344,São Paulo,1050,Sim,Não,Não,Não
97345,São Paulo,1150,Sim,Não,Não,Não
97346,São Paulo,1383,Sim,Não,Não,Não
97347,São Paulo,2400,Sim,Sim,Não,Não
97351,São Paulo,525,Sim,Não,Sim,Sim
97352,São Paulo,333,Sim,Não,Não,Não
97353,São Paulo,700,Sim,Sim,Não,Não
97355,São Paulo,0,Sim,Não,Não,Sim
97356,São Paulo,3666,Sim,Não,Não,Sim
97357,São Paulo,994,Sim,Não,Não,Não
97362,São Paulo,788,Sim,Não,Não,Não
97363,São Paulo,3500,Sim,Não,Sim,Não
97366,São Paulo,750,Sim,Não,Não,Não
97369,São Paulo,0,Sim,Não,Não,Sim
97370,São Paulo,666,Sim,Não,Não,Sim
97371,São Paulo,833,Sim,Não,Não,Sim
97373,São Paulo,1522,Sim,Não,Sim,Sim
97375,São Paulo,1259,Sim,Sim,Não,Não
97378,São Paulo,844,Sim,Sim,Não,Não
97380,São Paulo,1075,Sim,Não,Não,Não
97381,São Paulo,257,Sim,Não,Não,Sim
97382,São Paulo,1375,Sim,Não,Não,Não
97385,São Paulo,1600,Sim,Sim,Não,Sim
97386,São Paulo,1415,Sim,Não,Não,Não
97387,São Paulo,5900,Sim,Não,Não,Não
97392,São Paulo,1300,Sim,Não,Não,Não
97394,São Paulo,1750,Sim,Não,Não,Não
97396,São Paulo,0,Sim,Não,Não,Não
97397,São Paulo,450,Sim,Não,Não,Não
97400,São Paulo,2330,Sim,Não,Não,Não
97403,São Paulo,1144,Sim,Não,Não,Não
97406,São Paulo,2788,Sim,Não,Não,Não
97407,São Paulo,2866,Sim,Não,Não,Não
97409,São Paulo,1350,Sim,Não,Não,Não
97412,São Paulo,1500,Sim,Não,Não,Não
97413,São Paulo,369,Sim,Não,Não,Sim
97417,São Paulo,1425,Sim,Não,Não,Não
97418,São Paulo,1796,Sim,Não,Não,Não
97419,São Paulo,1200,Sim,Sim,Não,Não
97422,São Paulo,788,Sim,Não,Sim,Sim
97424,São Paulo,3000,Sim,Não,Não,Não
97426,São Paulo,650,Sim,Sim,Não,Não
97427,São Paulo,622,Sim,Não,Sim,Sim
97430,São Paulo,666,Sim,Não,Não,Não
97435,São Paulo,1868,Sim,Não,Não,Não
97441,São Paulo,1566,Sim,Não,Não,Sim
97443,São Paulo,575,Sim,Sim,Não,Sim
97444,São Paulo,1041,Sim,Sim,Não,Sim
97445,São Paulo,1266,Sim,Não,Não,Sim
97447,São Paulo,975,Sim,Não,Não,Não
97448,São Paulo,1100,Sim,Não,Não,Não
97449,São Paulo,424,Sim,Não,Não,Não
97450,São Paulo,180,Sim,Sim,Não,Sim
97451,São Paulo,280,Sim,Sim,Não,Sim
97453,São Paulo,397,Sim,Não,Não,Sim
97454,São Paulo,1275,Sim,Sim,Não,Sim
97455,São Paulo,833,Sim,Não,Não,Sim
97457,São Paulo,0,Sim,Não,Não,Não
97459,São Paulo,333,Sim,Não,Não,Sim
97460,São Paulo,350,Sim,Sim,Não,Sim
97461,São Paulo,386,Sim,Sim,Não,Não
97464,São Paulo,295,Sim,Sim,Não,Não
97465,São Paulo,1000,Sim,Não,Não,Não
97466,São Paulo,60,Sim,Não,Não,Sim
97468,São Paulo,651,Sim,Não,Não,Sim
97475,São Paulo,600,Sim,Não,Não,Sim
97476,São Paulo,1166,Sim,Não,Não,Não
97481,São Paulo,150,Sim,Sim,Não,Não
97482,São Paulo,480,Sim,Não,Não,Não
97483,São Paulo,2050,Sim,Não,Não,Não
97485,São Paulo,0,Sim,Sim,Não,Não
97486,São Paulo,525,Sim,Não,Não,Não
97488,São Paulo,1000,Sim,Não,Não,Não
97489,São Paulo,900,Sim,Não,Não,Não
97490,São Paulo,928,Sim,Não,Não,Não
97493,São Paulo,564,Sim,Não,Não,Não
97495,São Paulo,666,Sim,Não,Não,Não
97496,São Paulo,400,Sim,Não,Não,Não
97497,São Paulo,820,Sim,Não,Não,Não
97502,São Paulo,1050,Sim,Não,Não,Não
